,prob_A,prob_D,prob_C,prob_B,Run,Average driving time,Probs,Worst bridge delay,Worst bridge name
80,0.1,0.2,0.4,0.8,80,1256.4693534844669,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",139.83536006400374,MEGHNA BRIDGE
81,0.1,0.2,0.4,0.8,81,1367.4931506849316,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",141.50188084697393,KANCHPUR PC GIRDER BRIDGE
82,0.1,0.2,0.4,0.8,82,1487.4601924759404,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",141.21027597062363,Daud Kandi Bridge
83,0.1,0.2,0.4,0.8,83,924.8834796488428,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",38.26004866751651,SONARKALI BRIDGE(R)
84,0.1,0.2,0.4,0.8,84,1173.084577114428,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",141.21149849804803,KANCHPUR PC GIRDER BRIDGE
85,0.1,0.2,0.4,0.8,85,1376.255355612682,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",139.83143969123034,Daud Kandi Bridge
86,0.1,0.2,0.4,0.8,86,1261.5870479394448,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",139.60310753105338,KANCHPUR PC GIRDER BRIDGE
87,0.1,0.2,0.4,0.8,87,767.8729540140296,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",68.32389735423787,LANGOLBANDO PC GIDER BRIDGE
88,0.1,0.2,0.4,0.8,88,1162.4672199170125,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",139.21605539501155,DHOOM GHAT PC GIRDER
89,0.1,0.2,0.4,0.8,89,1196.842940685046,"{'A': 0.1, 'B': 0.2, 'C': 0.4, 'D': 0.8}",141.52106843695847,MEGHNA BRIDGE
